clublink,clubdata,phonenumber,mailaddress,webpage
Sportverein Empor Berlin e. V.,"Sportverein Empor Berlin e. V.

     Cantianstraße 24 

     10437 Berlin",44058731,verein(at)empor-berlin(dot)de,www.sv-empor-berlin.de
AC Spree Köpenick,"AC Spree Köpenick

      

      Berlin",null,null,null
Reitsport-Club Bötzow e. V.,"Reitsport-Club Bötzow e. V.

      

      Berlin",null,null,null
BSG WSA Berlin (Wasser- und Schifffahrtsamt) e. V.,"BSG WSA Berlin (Wasser- und Schifffahrtsamt) e. V.

     Mehringdamm 129 

     10965 Berlin",695 32 323,null,null
Aktionsschützen Spandau,"Aktionsschützen Spandau

     Kronprinzenstraße 7 b 

     13589 Berlin",362 81 002,null,null
Motorsportclub Auto Mobil Berlin e. V.,"Motorsportclub Auto Mobil Berlin e. V.

     Postfach 770 155 

     13001 Berlin",03343/952 880,MC-Automobil-Berlin(at)gmx(dot)de,www.:// mc-automobil-berlin.de/
Aufschwung Pankow,"Aufschwung Pankow

     Westerlandstraße 19 

     13189 Berlin",16097792336,null,null
Turn Club Glimmer,"Turn Club Glimmer

     Streitstraße 35 c 

     13587 Berlin",15773351290,niko.dokic(at)googlemail(dot)com,www.tcglimmer.de
ERGOsports Berlin,"ERGOsports Berlin

     Stresemannstraße 111 

     10963 Berlin",8502 2290,null,null
Fußball-Club Grunewald 1957 e. V.,"Fußball-Club Grunewald 1957 e. V.

     Fritz-Werner-Straße 46 a 

     12107 Berlin",1777034945,ThorstenWoelkexx(at)aol(dot)com,www.fcgrunewald.de
Wasserrettungsdienst im ASB Landesverband Berlin,"Wasserrettungsdienst im ASB Landesverband Berlin

     Rudolfstraße 9 

     10245 Berlin",21307136,fdl-wrd(at)asb-berlin(dot)de,www.asb-berlin.de/wrd
Anglerverein Posenkieker 1912,"Anglerverein Posenkieker 1912

     Uferweg 

     13507 Berlin",4327326,posenkieker-berlin(at)t-online(dot)de,posenkieker-berlin.de
Radfahrerverein Blitz Neukölln,"Radfahrerverein Blitz Neukölln

     Schirpitzer Weg 7 

     12355 Berlin",6811133,a-henze(at)t-online(dot)de,www.berlin-radsport.de/vereine/blitzneukoelln
Spandauer Fußball-Club Veritas 1996 Berlin e. V.,"Spandauer Fußball-Club Veritas 1996 Berlin e. V.

     Benatzkyweg 34 

     12355 Berlin",null,null,www.fcveritas.de
Tennisclub Hohengatow e.V.,"Tennisclub Hohengatow e.V.

     Falstaffweg 20 

     13593 Berlin",3624491,b.gri(at)web(dot)de,null
BSG Greenhorn 72,"BSG Greenhorn 72

     Rotkehlchenstraße 23 c 

     14612 Falkensee",3322214047,rainer.von.kornatzky(at)web(dot)de,null
Schützenteam 'Guns & More Team' e. V.,"Schützenteam 'Guns & More Team' e. V.

     Ostpreußendamm 75 

     12207 Berlin",76766265,gmteam(at)web(dot)de,null
Bowling Team 99 e. V.,"Bowling Team 99 e. V.

      

      Berlin",null,null,null
Tauchsport-Club Berlin e.V.,"Tauchsport-Club Berlin e.V.

     Westphalweg 10 

     12109 Berlin",7518008,Vorstand(at)tcb-berlin(dot)de,www.TCB-Berlin.de
Knallrot Wilmersdorf e. V.,"Knallrot Wilmersdorf e. V.

     Pappelallee 76 

     10437 Berlin",6248959,carsten.lilie(at)web(dot)de,www.knallrot.org
Berliner Rugby-Club e. V.,"Berliner Rugby-Club e. V.

     Scharfestr. 12 

     14169 Berlin",80906244,office(at)berliner-rugby-club(dot)de,www.berliner-rugby-club.de
Finnegan's e. V.,"Finnegan's e. V.

     Jenbacher Weg 14 

     12209 Berlin",726 12 80 72,finnsforfun(at)freenet(dot)de,null
Schützenverein Mahlsdorf e. V.,"Schützenverein Mahlsdorf e. V.

     Nußbaumweg 14 

     15366 Hoppegarten",3342424181,SvMahlsdorf(at)t-online(dot)de,null
Volleypopverein Ahrensfelde e. V.,"Volleypopverein Ahrensfelde e. V.

     Flämingstr. 113 

     12689 Berlin",4664976107,dirkundkerstin(at)gmx(dot)de,null
Toyama e. V.,"Toyama e. V.

     Taufsteinweg 17 

     13158 Berlin",null,torukosv(at)yahoo(dot)de,null
Sport Club Tegeler Forst e. V.,"Sport Club Tegeler Forst e. V.

     Hermsdorfer Damm 199 

     13467 Berlin",40 58 65 21,info(at)sc-tegeler-forst(dot)de,www.lgnord.de
BSG Robert Bosch Berlin,"BSG Robert Bosch Berlin

     Siemensdamm 47 

     13629 Berlin",38304470,a.g.Berlin(at)t-online(dot)de,null
Sportverein Berlin-Buch,"Sportverein Berlin-Buch

     Karower Chaussee 169 c 

     13125 Berlin",949 78 25,sjcbuch(at)gmx(dot)de,www.svberlin-buch.de
SV Spreebogen,"SV Spreebogen

      

      Berlin",null,null,null
Sportschützen Buckow e. V.,"Sportschützen Buckow e. V.

     Renschweg 11 

     12353 Berlin",6056335,null,null
Wassersportverein Helios e. V.,"Wassersportverein Helios e. V.

     Tirschenreuther Ring 74 

     12279 Berlin",372 68 11,diemarienfelder(at)web(dot)de,http://www.wv-helios.de
FC Viktoria 1889 Berlin Lichterfelde-Tempelhof e. V.,"FC Viktoria 1889 Berlin Lichterfelde-Tempelhof e. V.

     Krahmerstraße 15 

     12207 Berlin",754448980,info(at)viktoria-berlin(dot)de,www.viktoria-berlin.de
GRP Gesundheitsvorsorge Rehabilitation und Patientenrechte e. V.,"GRP Gesundheitsvorsorge Rehabilitation und Patientenrechte e. V.

     Richard-Wagner-Straße 52 

     10585 Berlin",34095074,grpev(at)aol(dot)com,null
Studenten Badminton Team Berlin e. V.,"Studenten Badminton Team Berlin e. V.

     Heiligenberger Straße 9 

     10318 Berlin",42088497,o.ebersbach(at)gmx(dot)de,www.club.isbt.de
Kneippverein Berlin e. V.,"Kneippverein Berlin e. V.

     Aßmannshauser Straße 23 a 

     14197 Berlin",822 08 64,info(at)kneipp-verein-berlin(dot)de,www.kneipp-berlin.de
Berliner Sport-Verein Grün-Weiß Neukölln e. V.,"Berliner Sport-Verein Grün-Weiß Neukölln e. V.

     Wermuthweg 26 

     12353 Berlin",6045566,gruen-weiss-neukoelln(at)t-online(dot)de,www.gruen-weiss-neukoelln.de
Club de Pêche e. V.,"Club de Pêche e. V.

     Im Rehgrund 20 

     13503 Berlin",4318985,null,null
Turn- und Sportverein Berlin Wedding 1862 e.V.,"Turn- und Sportverein Berlin Wedding 1862 e.V.

     Uferstraße 18 

     13357 Berlin",4624100,kontakt(at)tsv-wedding(dot)de,www.tsv-wedding.de
Interessengemeinschaft Tauchen e. V.,"Interessengemeinschaft Tauchen e. V.

     Pestalozzistraße 9 a 

     10625 Berlin",31504578,webmaster(at)ig-tauchen(dot)org,www.ig-tauchen.org
Qwan Ki Do Berlin-Köpenick e.V.,"Qwan Ki Do Berlin-Köpenick e.V.

     Postfach 84 04 12 

     12534 Berlin",null,vorstand(at)qwankidoberlin(dot)de,www.qwankidoberlin.de
Yama e. V.,"Yama e. V.

     Ebersstraße 35 

     10829 Berlin",78485606,info(at)yama-karate(dot)de,null
Wasserwacht im DRK Kreisverband Spandau e. V.,"Wasserwacht im DRK Kreisverband Spandau e. V.

     Galenstraße 29 

     13597 Berlin",3539370,info(at)berlin-spandau.drk(dot)de,drk-berlin.de
Weißenseer Sportverein 'Rot-Weiß' e. V.,"Weißenseer Sportverein 'Rot-Weiß' e. V.

     Else-Jahn-Straße 18 

     13088 Berlin",9256716,beutel(at)beuko-berlin(dot)de,wsv-berlin.de
Kase-Karate-Do Berlin,"Kase-Karate-Do Berlin

     Griembergweg 4 

     12305 Berlin",0172/30 64 382,heiber.torsten(at)gmail(dot)com,www.Kase-Karate-Do-berlin.de
Billard-Club International e. V.,"Billard-Club International e. V.

     Knesebeckstraße 38 - 49 

     10719 Berlin",8833912,null,null
Lichtenberger Tennisclub e. V.,"Lichtenberger Tennisclub e. V.

     Bornitzstraße 17 

     10367 Berlin",030 50969671,webmaster(at)lichtenberger-tennisclub(dot)de,www.lichtenberger-tennisclub.de
Sibirskij Wjun (Filiale Sibirische Winde) e. V.,"Sibirskij Wjun (Filiale Sibirische Winde) e. V.

     Zwieseler Straße 62 

     10318 Berlin",17663402303,wjun.berlin(at)gmx(dot)de,www.berlin.sibirskij-wjun.de
Squash-Club Fit-Fun Berlin e. V.,"Squash-Club Fit-Fun Berlin e. V. 

     Schillerstr. 110 

     10625 Berlin",0172/831 50 26,info(at)squashclub-fitfun(dot)de,www.squashclub-fitfun.de
Reitsportgemeinschaft Buckower Feldmark e. V.,"Reitsportgemeinschaft Buckower Feldmark e. V.

     Johannisthaler Chaussee 421 

     12351 Berlin",1743235679,marco(at)marabu-bar(dot)de,rsg-buckower-feldmark.de
Fechtsport Club Berlin e.V.,"Fechtsport Club Berlin e.V.

     Benediktinerstraße 34 

     13465 Berlin",40304871,mail(at)fechtsport-club-berlin(dot)de,www.fechtsport-club-berlin.de
Aikido-Wirbel Berlin e.V.,"Aikido-Wirbel Berlin e.V.

     Südwestkorso 32 

     14197 Berlin",1718344397,detlef-meissner(at)web(dot)de,www.aikido-wirbel-wedding.de
Volleyball-Freunde Berlin-Hohenschönhausen e. V.,"Volleyball-Freunde Berlin-Hohenschönhausen e. V.

     Steinstraße 33 

     16356 Ahrensfelde",1723071966,hardy.fraesdorf(at)t-online(dot)de,null
BSG BVG Cicero,"BSG BVG Cicero

     Barbarossastraße 47 

     10779 Berlin",1749998020,Glystra(at)kabelmail(dot)de,null
Ruths Gymnastikgruppe e. V.,"Ruths Gymnastikgruppe e. V.

     Straße der Pariser Kommune 22 

     10243 Berlin",2947113,ruths.gymnastikgruppe(at)gmx(dot)de,null
Tennissportgemeinschaft Break 90 e. V.,"Tennissportgemeinschaft Break 90 e. V.

     Dorfstraße 24 

     16515 Zühlsdorf",01511-7893541,TSG_Break90(at)gmx(dot)de,www.break90.de
Taekwon-Do-Verein Berlin-Charlottenburg e. V.,"Taekwon-Do-Verein Berlin-Charlottenburg e. V.

     Rohrschacher Zeile 10 

     13407 Berlin",493040693975,null,www.berliner-taekwondo-verein.de
BSG Helmholtz-Zentrum Berlin (BSG-HZB) e. V.,"BSG Helmholtz-Zentrum Berlin (BSG-HZB) e. V.

     Hahn-Meitner-Platz 1 

     14109 Berlin",806243294,betriebssport(at)helmholtz-berlin(dot)de,www.helmholtz-berlin.de
Gesundheits- und Familiensportverein Berlin Johannisthal e. V.,"Gesundheits- und Familiensportverein Berlin Johannisthal e. V.

     Sterndamm 35 

     12487 Berlin",3063905070,familyfit(at)gmx(dot)net,null
Bushido Dojo Berlin e. V.,"Bushido Dojo Berlin e. V.

     Grohsteig 3 

     12679 Berlin",9339571,dirk(at)bushido-dojo(dot)de,www.bushido-dojo.de
Federballclub Neuwestend,"Federballclub Neuwestend

     Zillertalstraße 53 

     13187 Berlin",60922491,ukuschel(at)yahoo(dot)de,null
Tischtennisclub Verein ohne Namen (TTC VoN) e. V.,"Tischtennisclub Verein ohne Namen (TTC VoN) e. V.

     Bleibtreustraße 38 

     10623 Berlin",8844040,aj(at)ra-jenull(dot)de,null
ABADA-Capoeira Berlin e. V.,"ABADA-Capoeira Berlin e. V.

     Langhansstr. 5b  

     13086 Berlin",81828477,info(at)capoeira-berlin(dot)com,www.capoeira-berlin.com
Pool Billard Club 77 Viktoria Berlin e. V.,"Pool Billard Club 77 Viktoria Berlin e. V.

     Steglitzer Damm 81 a 

     12169 Berlin",7525688,null,null
Sport- und Rettungstauchverein Berlin e.V.,"Sport- und Rettungstauchverein Berlin e.V.

     Livländische Str.8 

     10715 Berlin",86409550,vorstand(at)srtv(dot)de,www.srtv.de
Freier Akademischer Sportverein Siegmundshof e. V.,"Freier Akademischer Sportverein Siegmundshof e. V.

     Büssower Weg 14 

     13503 Berlin",75706832,info(at)fass-berlin(dot)de,www.fass-berlin.de
SSV Germania 02,"SSV Germania 02

      

      Berlin",null,null,null
Verein für Leibesübungen Zehlendorf e. V.,"Verein für Leibesübungen Zehlendorf e. V.

     Leuningerpfad 5 

     13627 Berlin",3455652,i.blumensaat(at)vfl-zehlendorf(dot)de,www.vfl-zehlendorf.de
BSG Strabag SE 67,"BSG Strabag SE 67

     Senftenberger Ring 14 

     13439 Berlin",1607007407,bsgstrabagse67(at)zueblin(dot)de,null
TTC-Düppel e. V.,"TTC-Düppel e. V.

     Schopenhauerstraße 93 m 

     14129 Berlin",8032212,klauslietzau(at)web(dot)de,null
Klub am Rupenhorn e. V.,"Klub am Rupenhorn e. V.

     Havelchaussee 119 

     14055 Berlin",304 80 05,info(at)kar-berlin(dot)de,www.kar-berlin.de
Sport Club Nest '73,"Sport Club Nest '73

     Alt-Mariendorf 19 

     12107 Berlin",705 41 28,lothar.nest(at)t-online(dot)de,www.Lothar-Nest.de
1. Köpenicker Drachenboot e. V.,"1. Köpenicker Drachenboot e. V.

     Sportpromenade 3 

     12527 Berlin",1743913345,captain(at)spreepointdragons(dot)de,www.spreepointdragons.de
Wicko e. V.,"Wicko e. V.

     Alt-Karow 3 

     13125 Berlin",0171-4813443,kontakt(at)i-shin(dot)de,www.i-shin.de
Märkischer Sport Club e. V.,"Märkischer Sport Club e. V.

     Reginhardstraße 99 

     13409 Berlin",17622703526,lothar.klt(at)o2online(dot)de,www.maerkischer-sc.de
Segel-Club Gatow e. V.,"Segel-Club Gatow e. V.

     Bachestraße 3 

     12161 Berlin",61670512,am.beckert(at)t-online(dot)de,null
Tennis Club Weiße Bären Wannsee e.V.,"Tennis Club Weiße Bären Wannsee e.V.

     Postfach 39 01 55 

     14091 Berlin",805 36 72,null,www.weisse-baeren.de
Verein für Bewegungskunst e. V.,"Verein für Bewegungskunst e. V.

     Skalitzer Straße 51 

     10997 Berlin",2512591,bewegungskuenste(at)web(dot)de,null
Reit- und Fahrverein 'Am Berg' e. V.,"Reit- und Fahrverein 'Am Berg' e. V.

     Am Finkenherd 45 

     13589  Berlin",3738763,null,null
Spandauer Schachverein e. V.,"Spandauer Schachverein e. V.

     Straßburger Straße 36 

     13581 Berlin",030/3314886,willi_grimm(at)freenet(dot)de,willi_grimm(at)freenet(dot)de
Turn-Club 69 Berlin-Wilmersdorf e. V.,"Turn-Club 69 Berlin-Wilmersdorf e. V.

     Wilhelmsaue 136 

     10715 Berlin",1797051300,proepstars(at)googlemail(dot)com,www.tc-69-berlin.de
Köpenicker Sportfischer Verein e. V.,"Köpenicker Sportfischer Verein e. V.

     Rinkartstraße 16 

     12437 Berlin",030/5326996,heidi.moewes(at)ksv-ev(dot)de,www.ksv-ev.de
SEI-WA-KAI e. V.,"SEI-WA-KAI e. V.

     Werderstraße 26 f 

     13587 Berlin",35503430,manfred_war(at)arcor(dot)de,null
Yachtclub Müggelsee e. V.,"Yachtclub Müggelsee e. V.

     Lepsiusstraße 77 

     12163 Berlin",8594919,klaus.scherbel(at)t-online(dot)de,www.ycm-berlin.de
AlpinClub Berlin e. V.,"AlpinClub Berlin e. V.

     Spielhagenstraße 4 

     10585 Berlin",345 08 804,alpinclub.berlin(at)t-online(dot)de,www.alpinclub-berlin.de
T.G.I. Friday's Basketball Squad e. V.,"T.G.I. Friday's Basketball Squad e. V.

     Thaerstraße 33 

     10249 Berlin",null,ivohellwig(at)web(dot)de,null
Budo-Club Berlin e.V.,"Budo-Club Berlin e.V.

     Lichtenrader Damm 20 

     12305 Berlin",742 21 90,d.rast(at)t-online(dot)de,www.bcberlin.de
Rot-Weiß Spandau,"Rot-Weiß Spandau

     Erfurter Straße 18 

     14612 Falkensee",1775240009,vorstand(at)rotweissspandau(dot)de,www.rotweissspandau.de
Internationaler Tennis-Club Berlin e. V.,"Internationaler Tennis-Club Berlin e. V.

     Kurt-Schumacher-Damm 160  A 

     13405 Berlin",41704631,info(at)itc-berlin(dot)com,www.itc-berlin.com
Tennisklub Blau-Gold Steglitz e. V.,"Tennisklub Blau-Gold Steglitz e. V.

     Leonorenstraße 37-39 

     12247 Berlin",771 68 86,tennis(at)blau-gold-steglitz(dot)de,www.blau-gold-steglitz.de
Inazuma-Kampfkunst-Dojo Berlin e. V.,"Inazuma-Kampfkunst-Dojo Berlin e. V.

     Albert-Schweitzer-Straße 36 

     12587 Berlin",null,beate(at)inazuma(dot)de,www.inazuma.de
Polo-Club Gut Seeburg e. V.,"Polo-Club Gut Seeburg e. V.

     Am Champagnerberg, Scholle 4 

     14624 Dallgow-Döberitz",3320131282,info(at)gut-seeburg(dot)de,www.gut-seeburg.de
Leben in Bewegung e. V.,"Leben in Bewegung e. V.

     Pichelsdorfer Straße 31 

     13595 Berlin",null,eckmann-berlin(at)arcor(dot)de,null
1. Marienfelder Dartclub e. V.,"1. Marienfelder Dartclub e. V.

      

      Berlin",null,null,null
Tischtennisclub berlin eastside e. V.,"Tischtennisclub berlin eastside e. V.

     Paul-Heyse-Straße 25 

     10407 Berlin",4212023,kontakt(at)ttc-berlin-eastside(dot)de,www.ttc-berlin-eastside.de
Tanzclub royal Berlin e. V.,"Tanzclub royal Berlin e. V.

     Duisburger Straße 17 

     10707 Berlin",3427324,null,null
Hermsdorfer Sport Club 1906 e. V.,"Hermsdorfer Sport Club 1906 e. V.

     Boumannstr. 11-13 und 15 a 

     13467 Berlin",37300370,null,www.hsc-berlin.de
Lauf-Gemeinschaft Wedding e. V.,"Lauf-Gemeinschaft Wedding e. V.

     Zum Heckeshorn 56A 

     14109 Berlin",8055491,info(at)lgwedding(dot)de,www.lgwedding.de
Berliner Sport Club Reinickendorf 21 e. V.,"Berliner Sport Club Reinickendorf 21 e. V.

     Emmentaler Straße 153 

     13409 Berlin",01743151849 oder 4590900,null,null
Sportangler-Verein Oberhavel e. V.,"Sportangler-Verein Oberhavel e. V.

     Olbersstr. 24 

     10589 Berlin",030 - 334 62 79,bliefert.wolfgang(at)t-online(dot)de,null
Turn- und Sportverein Hellersdorfer Maulwürfe,"Turn- und Sportverein Hellersdorfer Maulwürfe

     Hellersdorfer Str. 22 a 

     12621 Berlin",null,webmaster(at)hellersdorfer-maulwuerfe(dot)de,www.hellersdorfer-maulwuerfe.de
Versehrten Sportverein Neukölln e. V.,"Versehrten Sportverein Neukölln e. V.

     Wehrmathen 28 

     12529 Schönefeld",67891144,margret.hinz(at)gmx(dot)de,null
Fit for Physio e. V.,"Fit for Physio e. V.

     Marderweg 15 

     12623 Berlin",null,null,null
Kanusportverein Neu Ahlbeck e. V.,"Kanusportverein Neu Ahlbeck e. V.

     Zinsgutstraße 54 

     12489 Berlin",1772300088,reginarose(at)arcor(dot)de,null
BSG Sachverständigen Zentrum Berlin (BSG SVZ Berlin),"BSG Sachverständigen Zentrum Berlin (BSG SVZ Berlin)

     Saatwinkler Damm 70 - 71 

     13627 Berlin",1774550918,michael.dzewas(at)s-v-z(dot)de,www.s-v-z.de
FC Ballcelona e. V.,"FC Ballcelona e. V.

     Am Gutshof 1 a 

     13059 Berlin",1736008140,info(at)fc-ballcelona(dot)de,www.fc-ballcelona.de
Berlin Türkspor,"Berlin Türkspor

     Küsterstraße 24 

     13599 Berlin",69598595,null,null
Karate Do ENPI Protzen e. V.,"Karate Do ENPI Protzen e. V.

      

      Berlin",null,null,null
Hansu e. V.,"Hansu e. V.

     Heinrich-Schlusnus-Straße 13 

     12057 Berlin",6854643,vorstand(at)hansu-ev(dot)com,www.hansu-ev.com
Berliner Taekwondo Club Ilyo e. V.,"Berliner Taekwondo Club Ilyo e. V.

     Kaiserstraße 111 

     12105 Berlin",92250781 / 0177-4756173,info(at)ilyo(dot)de,www.ilyo.de
Steglitzer Fußball-Club Stern 1900 e. V.,"Steglitzer Fußball-Club Stern 1900 e. V.

     Kreuznacher Straße 29 

     14197 Berlin",8215665,stern1900(at)t-online(dot)de,www.stern1900.de
Anglerverein Goldhaken Hermsdorf e. V.,"Anglerverein Goldhaken Hermsdorf e. V.

     Schildower Straße 10 

     13467 Berlin",null,null,null
Tennis-Club Grün-Weiß Rahnsdorf e. V.,"Tennis-Club Grün-Weiß Rahnsdorf e. V.

     Grünelinder Straße 31 a 

     12589 Berlin",6571238,info(at)tennis-rahnsdorf(dot)de,www.tennis-rahnsdorf.de
Turn- und Sportverein Lichterfelde von 1887 (Berlin) e.V.,"Turn- und Sportverein Lichterfelde von 1887 (Berlin) e.V.

     Krahmerstraße 15 

     12207 Berlin",76689062,info(at)tusli(dot)de,www.tusli.de
SC grüne Lunge e. V.,"SC grüne Lunge e. V.

      

      Berlin",null,null,null
Martial Arts Training and Repetition e. V.,"Martial Arts Training and Repetition e. V.

     Alfredstraße 10 

     10365 Berlin",null,kontaktperson(at)matar-ev(dot)de,www.matar-ev.de
Freizeitvolleyball Berlin e. V.,"Freizeitvolleyball Berlin e. V.

     Attilastraße 147 

     12105 Berlin",753 72 47,Info(at)Freizeitvolleyball(dot)de,www.Freizeitvolleyball.de
Kunstkampfsport-Club e. V.,"Kunstkampfsport-Club e. V.

     Gehrenseestraße 4 

     13053 Berlin",null,vorstand(at)kung-fu-berlin(dot)com,www.kung-fu-berlin.com
Turnerschaft Schöneberg e. V.,"Turnerschaft Schöneberg e. V.

     Großgörschenstraße 35 

     10827 Berlin",2169026,turnerschaft.schoeneberg(at)t-online(dot)de,www.turnerschaft-schoeneberg.de
SV Anaconda,"SV Anaconda

      

      Berlin",null,null,null
Sportgemeinschaft Einheit Pankow e. V.,"Sportgemeinschaft Einheit Pankow e. V.

     Treskowstraße 31 

     13089 Berlin",030 68326813,P.Rudloff(at)einheit-pankow(dot)de,www.einheit-pankow.de
Sport Club Union Südost 1924 e. V.,"Sport Club Union Südost 1924 e. V.

     Andreasberger Straße 10 

     12347 Berlin",6259488,usoreschke(at)hotmail(dot)de,null
Teamwork Berlin e. V.,"Teamwork Berlin e. V.

     AEG-Siedlung 42 

     13469 Berlin",4023865,info(at)teamwork-berlin(dot)eu,www.teamwork-berlin.eu
Sportverein Empor Lichtenberg e. V.,"Sportverein Empor Lichtenberg e. V.

     Michelangelostr. 77 

     10409 Berlin",68836738,sreimer(at)nexgo(dot)de,null
Breakers e. V. 1996,"Breakers e. V. 1996

     Postfach 26 04 14 

     13413 Berlin",1797360970,null,null
Sportfischerverein Nordwest e. V.,"Sportfischerverein Nordwest e. V.

     An den Leddigen 3 

     14476 Potsdam OT Fahrland",3320822929,LittleM-1963(at)gmx(dot)de,null
Damo Chuan Kung Fu e. V.,"Damo Chuan Kung Fu e. V.

     Lindowerstraße 18 

     13347 Berlin",030 27580213,info(at)damo-chuan(dot)de,null
